ツイートID,ツイート本文
1635048656155049986,"Ctrlキー起点のきほんショートカット

まずCtrlキーを押して、押したままもう一つのキーを押します

Ctrlキーは単独では何も起きないので、安心して押してくださいね https://t.co/xUaOYVN6Xd"
1635044599986278400,@apis_r あぴ先生おめでとうございます！！
1635041798891651072,RT @Tsutsui0524: Excelの必須ハンドサイン https://t.co/TkpZWV7hn9
1635041782189932545,RT @akiran62: わたしが開いてるから開けないが最強すぎる
1635040971313545216,"@yosatonet 薄い本のノリなのは否めないですね…笑
制作の打ち合わせも、ひたすら楽しかったです"
1634996907260149761,RT @toarutoa: もう擬人化されてないもの無い説 https://t.co/uWp38iCJhe
1634993979493335040,@rememberIT5055 表紙の方は猫要素入っていないのですが、もし機会があればよろしくお願いします！
1634892743297363969,@otakara0103 @yosatonet お二人ともありがとうございます
1634890720766205955,"@yosatonet 佐藤先生からのレビュー、ありがたいです！
次回があれば反省を活かしたいです！"
1634889894429614080,"@toarutoa Excel関数擬人化してます
取り上げて頂き、ありがとうございます！"
1634878932234412032,"レビュー隅々まで読ませていただきます
ありがとうございます https://t.co/ve2cSKzMfd"
1634876586737672196,"@hashikko845 ありがとうございます、はっしーさん！
緊張しますね〜"
1634876264254435328,@hpeo_jp ありがとうございます！！
1634850719223410689,またお前を使う時が来るとはな…「飲み会傾斜精算.xls」
1634823416762212353,"RT @yosatonet: 筒井さん届きましたよ
楽天ブックスから
@Tsutsui0524 https://t.co/9YEbwE6Fv4"
1634803299898769409,"@Koi_1030 教えてくださってありがとうございます！
都会で並んでいるの、見たかったです！！
（当方、田舎につき）"
1634775221851881473,"あと２日…！！
早い書店で並んでいる可能性があるらしい…

#関数ちゃん https://t.co/aNymBHS8dY https://t.co/nzcPpmTwGG"
1634739747724881920,@MasazaneKunohe か、かっこいいぃ
1634739362767462400,@6uAGyHMZ9ifr9Qp 本当の転職理由は会社に残らない良い例…
1634738620014956544,付いたり消えたりするので気にしないことにします…良い記念になりました
1634734389501517825,"RT @glucosamineZ: ちらっと見ましたが、

・会話形式
・しかも美少女キャラ多数
・見出しのパロディ感が楽しい

という感じでとっつきやすそう。

Excel関数の擬人化キャラクターが楽しく解説！『関数ちゃんと学ぶエクセル仕事術』の発売を記念して、まえがき～第1…"
1634710154582306822,@glucosamineZ 編集さんがその本めちゃくちゃ意識してました笑
1634709826076053504,"@hy_11 ヤススさん、ありがとうございます！
アイコン使い続けていただいて、嬉しいです！！"
1634708859813265409,"RT @hy_11: 自分のアイコンを描いて下さった
@Tsutsui0524 さん！
とうとう書籍の出版まで🐼‼️"
1634700577971253248,"RT @ss60kb: 無味乾燥な関数を擬人化して覚えやすくするのは素晴らしいアイデア
脳科学的にも正しいと脳科学者がいいそうですｗ

おまけに全員カワイイから覚えやすい😄"
1634689032914632705,RT @PRTIMES_ETM: Excel関数の擬人化キャラクターが楽しく解説！ 『関数ちゃんと学ぶエクセル仕事術』の発売を記念して、まえがき～... https://t.co/t8DFuslmux https://t.co/pjgWqXKkW6
1634624771106422784,"@audiobookrunner ちゃんと動線が確保できているか…大事ですね

難しい構図をさらりと描かれていてびっくりします笑"
1634616136632508416,@my_kirakira 言わんこっちゃない笑
1634614856937779200,@perfMai017 太字と黄色は目立ちますよね！
1634557592080117760,@1RRhcSB6HSUu9hF @mine__0 Excelとおにぎり好物なので笑
1634556410083307520,@keito_oz 諦めるに一瞬見えてしまいました笑
1634551713125535744,@mine__0 色々渡り歩いて、困ってたら助けて、おにぎり貰いたいです
1634550675127566336,@MasazaneKunohe 営業力ッッ！
1634550232875941888,@tkgsn146 @covcovcover 法に反するコストは高いですね確かに…
1634549811247726596,@VBA07529852 投げ銭しなくては！！
1634549627126185984,"RT @VBA07529852: 来週はこれ！
和風スパゲティの配列入門！
Array &amp; Collection &amp; Dictionary
3月18日 20時～

参加したいひとは、はい れつに並んでねぇ（ズコっ
@wafu_spaghetti 
#VBAの悩みはVBAerに聞…"
1634545917578862592,@matudakta あがれそうにない…笑
1634538330946957315,"@moripro3 もりさん、ありがとうございます！！
楽しんでもらえたら、嬉しいですね！"
1634538045667172353,RT @moripro3: Excelに苦手意識があっても、かわいいキャラと一緒なら楽しく学べそう！
1634535381667545088,"@derAnfang2021 レイさん、ありがとうございます！
どうなることやらです！"
1634534279060537344,@okinawa__noodle @marumin21 セルフツッコミ笑
1634514479827521537,@mechkawa 営業力に驚いています…！
1634513639939112962,@pegat26 あかーん！！
1634505361754574848,"@RelaxTools RelaxToolsちゃん招き猫説、絶対ありますよコレ
ありがとうございます！"
1634505200697479168,"@tokagedinosaur ごめんなさい、真剣な質問でしたのに…！

こうして意見が聞けるのはありがたいですよね
リアルではなかなか関心持たれないですし"
1634503701749702657,@tokagedinosaur 遠足のおやつ的に聞こえてきました…笑
1634503517238079488,"@ss60kb ありがとうございます！
文字の羅列が、顔の見える相手になると親しみやすさも違ってくるかなと思いました！"
1634503184139063298,@wachi_dayan 覚えなくて良いです笑
1634497888108814339,"@RelaxTools Relaxtoolsたんに続いて2度目のピックアップでした
感謝です！"
1634489589925543936,Excelの必須ハンドサイン https://t.co/TkpZWV7hn9
1634489067449782272,"@MasazaneKunohe ブラッディマンディのファルコン感ありますね！！
かっこいい！！"
1634486728387100674,@excelspeedup 想像したくないですね…
1634484360941543424,"RT @matudakta: ヤフーニュースにも出てる！

Excel関数が美少女キャラに!? 初心者にも親しみやすいエクセル解説書の第1章が限定無料公開(Impress Watch)
#Yahooニュース
https://t.co/b4aCjYDGXD"
1634470715767533569,"@matudakta @MasazaneKunohe インプレスさんがプレスリリース出してくれた効果ですかね！？
どうなることやら！ありがとうございます！"
1634468676274638850,"#関数ちゃん の本にベストセラーのリボン（？）が付きました！
ありがとうございます！ https://t.co/cq8p5en6Ok https://t.co/nzcPpmU4we"
1634427933509951488,"Yahoo!ニュース！！
教えてくださってありがとうございます！ https://t.co/zJtfCAGZOc"
1634427933355053056,"行と列の方向の覚え方をADDRESSちゃんに聞いてみた

#関数ちゃん
#漫画が読めるハッシュタグ https://t.co/oI1w9QpioS"
1634395626191589376,RT @RelaxTools: Excel関数が美少女キャラに!? 初心者にも親しみやすいエクセル解説書の第1章が限定無料公開 - Book Watch/ニュース - 窓の杜Group 3Group 3Group 3Group 3 https://t.co/iDyD9DTriw
1634379271178432514,@kinsura_hagure 超高速で試行錯誤できる感じですよね
1634379112453390336,"@pinyiah そうですね
AIの登場で数式入れるようになったら、儲けものくらいの感覚かもしれないですね"
1634369647767330817,RT @Tsutsui0524: AIがExcelの数式を書いてくれることで、今までExcelに数式を入れたことがない人が数式を入れたり、使ったこと無い関数を使ったりするのは、とても良いことだと思う
1634359577755123712,"RT @Tsutsui0524: 去年は確定申告の締め切り前日の3月14日にe-Taxが落ちてましたね
今年はどうでしょうね https://t.co/EVpxf3xS9x"
1634359534260211713,@shamo_ken みたら死ぬ
1634342552014036992,"@ocinfo11 新しい何かを見つけそうな気もしますけど、どうなんでしょうね
勉強も労働も不要な世界も見てみたいです"
1634340063906791424,@StudykExcel これ需要ありますよね〜
1634337297197076481,"@Excel_design_Dr Excel医先生、ありがとうございます！
そうなんですよ、かなりネタ多めです！笑"
1634336413494964226,"関数ちゃん本の試し読みキャンペーンを、窓の杜様が記事にして下さいました！
3月17日までです！ https://t.co/8Pgpc8fKP8"
